"time","zoneR1C1_AG.Y","zoneR1C1_AG.ventilation.y"
52200,21.99894224189768,48.71988401533067
54000,21.99860136765324,68.15954375975726
54000,21.99860136765471,68.15954381823225
54000,21.99860136765471,68.15954381823225
55800,21.99876648448014,85.80065974775708
55800,21.99876648448395,85.80065980019026
55800,21.99876648448395,85.80065980019026
57600,21.99917865369042,97.77582867507189
57600,21.99917865369389,97.77582871071294
57600,21.99917865369389,97.77582871071294
59400,21.99961201653997,103.6342957545244
59400,21.99961201654173,103.634295771994
59400,21.99961201654173,103.634295771994
61200,21.99971798062813,107.7461276396082
61200,21.9997179806295,107.7461276526223
61200,21.9997179806295,107.7461276526223
63000,21.99972648397073,111.5967542778576
63000,21.99972648397176,111.5967542909505
63000,21.99972648397176,111.5967542909505
64800,21.9998302940914,114.1007377271852
64800,21.99983029409248,114.1007377353619
64800,21.99983029409248,114.1007377353619
66600,21.99980005996196,116.890769362405
66600,21.99980005996247,116.8907693726227
66600,21.99980005996247,116.8907693726227
68400,21.99989525917357,118.4835519742604
68400,21.99989525917437,118.4835519795068
68400,21.99989525917437,118.4835519795068
70200,21.99988824977783,120.0593392057704
70200,21.99988824977777,120.0593392119075
70200,21.99988824977777,120.0593392119075
72000,21.99989445523113,121.541871287926
72000,21.99989445523227,121.5418712932996
72000,21.99989445523227,121.5418712932996
73800,21.99989608880918,123.0339819216198
73800,21.99989608880975,123.0339819273993
73800,21.99989608880975,123.0339819273993
75600,22.00011585302394,121.6311508156782
75600,22.00011585302411,121.631150808831
75600,22.00011585302411,121.631150808831
77400,22.00007697467515,120.5492172481354
77400,22.00007697467447,120.5492172437712
77400,22.00007697467447,120.5492172437712
79200,22.00005918133786,119.7071417345204
79200,22.00005918133735,119.7071417310241
79200,22.00005918133735,119.7071417310241
81000,22.00007844027618,118.5912608699607
81000,22.00007844027601,118.5912608650489
81000,22.00007844027601,118.5912608650489
82800,21.99990436336833,119.7448709847991
82800,21.99990436336816,119.7448709910498
82800,21.99990436336816,119.7448709910498
84600,21.99990407549382,121.1023435059516
84600,21.99990407549427,121.1023435121412
84600,21.99990407549427,121.1023435121412
86400,21.99978374666449,124.0172913800427
86400,21.99978374666563,124.0172913941658
86400,21.99978374666563,124.0172913941658
88200,21.99983490664152,126.44875784629
88200,21.99983490664289,126.4487578572104
88200,21.99983490664289,126.4487578572104
90000,21.99993678309357,127.451328328013
90000,21.99993678309443,127.4513283321683
90000,21.99993678309443,127.4513283321683
91800,21.99991876471188,128.6045613430814
91800,21.99991876471216,128.6045613488217
91800,21.99991876471216,128.6045613488217
93600,21.99993453362458,129.5244017683024
93600,21.99993453362515,129.5244017728585
93600,21.99993453362515,129.5244017728585
95400,21.99994377206258,130.3307234164018
95400,21.99994377206309,130.3307234204132
95400,21.99994377206309,130.3307234204132
97200,22.00007363102708,129.3959779341054
97200,22.00007363102691,129.3959779286201
97200,22.00007363102691,129.3959779286201
99000,22.00006705200161,128.4359803616425
99000,22.00006705200116,128.4359803566163
99000,22.00006705200116,128.4359803566163
100800,21.99996220255093,128.8658441360737
100800,21.99996220255093,128.8658441389467
100800,21.99996220255093,128.8658441389467
102600,21.99995530100182,129.5125217122111
102600,21.99995530100205,129.5125217157236
102600,21.99995530100205,129.5125217157236
104400,22.00016223816942,127.3738645874261
104400,22.00016223816897,127.3738645743671
104400,22.00016223816897,127.3738645743671
106200,22.00024679549233,123.9357542605865
106200,22.00024679549051,123.935754240734
106200,22.00024679549051,123.935754240734
108000,22.00046942651085,117.5071102305583
108000,22.000469426508,117.5071101920113
108000,22.000469426508,117.5071101920113
109800,22.00038336388712,111.9910266720217
109800,22.00038336388451,111.9910266399506
109800,22.00038336388451,111.9910266399506
111600,22.00021989034059,108.7012365810922
111600,22.00021989033934,108.7012365623044
111600,22.00021989033934,108.7012365623044
113400,22.00020409992248,105.847155422889
113400,22.00020409992044,105.8471554056542
113400,22.00020409992044,105.8471554056542
115200,22.00032485395042,101.3919216396862
115200,22.00032485394905,101.3919216110946
115200,22.00032485394905,101.3919216110946
117000,22.00053321076871,94.13595050832407
117000,22.00053321076615,94.13595046079448
117000,22.00053321076615,94.13595046079448
118800,21.99987792958223,95.25729854410932
118800,21.99987792957984,95.2572985560837
118800,21.99987792957984,95.2572985560837
120600,22.00019300911686,92.82492051554813
120600,22.00019300911811,92.82492049703166
120600,22.00019300911811,92.82492049703166
122400,22.00003016154949,92.20009374186574
122400,22.00003016154864,92.20009373919778
122400,22.00003016154864,92.20009373919778
124200,22.0001254848849,90.52558101282091
124200,22.00012548488422,90.52558100110336
124200,22.00012548488422,90.52558100110336
126000,22.00017133061073,88.10502205465856
126000,22.00017133060879,88.10502203848689
126000,22.00017133060879,88.10502203848689
127800,22.00007934333928,86.88691986552857
127800,22.00007934333769,86.8869198582419
127800,22.00007934333769,86.8869198582419
129600,21.99998578727673,87.00413289802843
129600,21.9999857872765,87.0041328995307
129600,21.9999857872765,87.0041328995307
131400,21.99987139865868,88.69008920461947
131400,21.99987139865925,88.6900892174356
131400,21.99987139865925,88.6900892174356
133200,21.99968814857635,92.95371896071161
133200,21.99968814857885,92.95371899203764
133200,21.99968814857885,92.95371899203764
135000,21.99979740352262,95.92824776822425
135000,21.99979740352529,95.92824778850124
135000,21.99979740352529,95.92824778850124
136800,21.99964619092111,100.7425659168425
136800,21.99964619092327,100.7425659538063
136800,21.99964619092327,100.7425659538063
138600,21.99987834865476,102.741083667829
138600,21.99987834865772,102.7410836799713
138600,21.99987834865772,102.7410836799713
140400,21.99968559090672,106.9486871094588
140400,21.99968559090814,106.948687143202
140400,21.99968559090814,106.948687143202
142200,21.99955292606592,113.1161472172744
142200,21.99955292606938,113.1161472656633
142200,21.99955292606938,113.1161472656633
144000,21.99971716018342,117.3270003145456
144000,21.99971716018661,117.3270003453751
144000,21.99971716018661,117.3270003453751
145800,21.9999076799516,118.7746990440836
145800,21.99990767995325,118.7746990539551
145800,21.99990767995325,118.7746990539551
147600,21.99995026090414,119.5268563981711
147600,21.99995026090522,119.526856403411
147600,21.99995026090522,119.526856403411
149400,21.9999515491478,120.2111315014209
149400,21.99995154914848,120.2111315067501
149400,21.99995154914848,120.2111315067501
151200,21.99992675393321,121.2573972061737
151200,21.99992675393344,121.2573972147406
151200,21.99992675393344,121.2573972147406
153000,21.99994332429634,122.0599489964113
153000,21.99994332429668,122.0599490030689
153000,21.99994332429668,122.0599490030689
154800,21.99996118964918,122.6243592925192
154800,21.99996118964981,122.6243592969478
154800,21.99996118964981,122.6243592969478
156600,21.99996701449891,123.0912045668311
156600,21.99996701449896,123.0912045708472
156600,21.99996701449896,123.0912045708472
158400,21.99995847663536,123.6776270685754
158400,21.99995847663632,123.6776270732662
158400,21.99995847663632,123.6776270732662
160200,21.99996571799443,124.1637687646825
160200,21.99996571799505,124.163768768704
160200,21.99996571799505,124.163768768704
162000,21.99993078369562,125.0918449663944
162000,21.99993078369556,125.0918449751576
162000,21.99993078369556,125.0918449751576
163800,21.99992735654058,126.1125188998243
163800,21.99992735654155,126.1125189086724
163800,21.99992735654155,126.1125189086724
165600,21.99990340482384,127.4653908361753
165600,21.99990340482435,127.4653908482576
165600,21.99990340482435,127.4653908482576
167400,21.99990012149732,128.8809662831751
167400,21.99990012149908,128.8809662954565
167400,21.99990012149908,128.8809662954565
169200,21.99990627548766,130.2246539819981
169200,21.9999062754884,130.2246539941868
169200,21.9999062754884,130.2246539941868
171000,21.99991291749029,131.4559777186383
171000,21.99991291749154,131.4559777297769
171000,21.99991291749154,131.4559777297769
172800,21.99990686064461,132.7815550430596
172800,21.99990686064558,132.781555055303
172800,21.99990686064558,132.781555055303
174600,21.99994695089083,133.5841720791213
174600,21.99994695089168,133.5841720859681
174600,21.99994695089168,133.5841720859681
176400,21.99993710444858,134.4866374347974
176400,21.9999371044496,134.4866374430844
176400,21.9999371044496,134.4866374430844
178200,21.99991706298334,135.6750913198209
178200,21.9999170629838,135.6750913312092
178200,21.9999170629838,135.6750913312092
180000,21.99999128528981,135.8622305931845
180000,21.99999128529049,135.8622305940804
180000,21.99999128529049,135.8622305940804
181800,21.99998025891085,136.1394419162716
181800,21.99998025891097,136.1394419190343
181800,21.99998025891097,136.1394419190343
183600,22.00001120052269,135.9899062262365
183600,22.00001120052235,135.9899062249436
183600,22.00001120052235,135.9899062249436
185400,22.00001776887711,135.7372716754786
185400,22.00001776887711,135.737271672908
185400,22.00001776887711,135.737271672908
187200,21.99992583134343,136.6778778984123
187200,21.99992583134411,136.6778779086893
187200,21.99992583134411,136.6778779086893
189000,21.99993020379065,137.6658781714686
189000,21.99993020379191,137.6658781812834
189000,21.99993020379191,137.6658781812834
190800,22.0000109143196,137.6009477055788
190800,22.00001091432017,137.600947703743
190800,22.00001091432017,137.600947703743
192600,22.00012848376599,135.9302536347213
192600,22.00012848376571,135.9302536155058
192600,22.00012848376571,135.9302536155058
194400,22.00028580383361,132.0440576131267
194400,22.00028580383076,132.04405757094
194400,22.00028580383076,132.04405757094
196200,22.00051745853028,124.9994555956659
196200,22.00051745852625,124.999455518055
196200,22.00051745852625,124.999455518055
198000,22.00068146244348,115.6060978922542
198000,22.00068146244428,115.6060977867505
198000,22.00068146244428,115.6060977867505
199800,22.0006687498223,106.1837753606702
199800,22.00066874981457,106.1837752593347
199800,22.00066874981457,106.1837752593347
201600,22.00063846325941,97.15916675661182
201600,22.00063846324946,97.15916665977434
201600,22.00063846324946,97.15916665977434
203400,22.00071521615769,87.22205834476514
203400,22.00071521615314,87.22205823266083
203400,22.00071521615314,87.22205823266083
205200,22.00051386533499,79.84809734155307
205200,22.00051386532482,79.84809726277119
205200,22.00051386532482,79.84809726277119
207000,22.00061231985086,71.31518607217798
207000,22.00061231984444,71.31518597552737
207000,22.00061231984444,71.31518597552737
208800,22.00025687501318,67.31262982497357
208800,22.00025687500823,67.31262978452548
208800,22.00025687500823,67.31262978452548
210600,21.99992702346685,68.04699041625146
210600,21.99992702346503,68.04699042870007
210600,21.99992702346503,68.04699042870007
212400,22.0003807735398,63.08955485862177
212400,22.00038077353827,63.08955479637555
212400,22.00038077353827,63.08955479637555
214200,22.00015811100309,60.63180731951138
214200,22.00015811099922,60.6318072944107
214200,22.00015811099922,60.6318072944107
216000,22.00080306542708,49.87793204256553
216000,22.00080306542793,49.87793190701177
216000,22.00080306542793,49.87793190701177
217800,21.99935515119319,57.66821564311569
217800,21.99935515118909,57.66821575346163
217800,21.99935515118909,57.66821575346163
219600,22.00269695114508,22.86965745308767
219600,22.00269695115446,22.86965698870443
219600,22.00269695115446,22.86965698870443
221400,21.99977523130133,23.28270932292095
221400,21.99977523127291,23.28270936975237
221400,21.99977523127291,23.28270936975237
223200,21.99890708250285,38.00056737582282
223200,21.99890708250661,38.00056756503758
223200,21.99890708250661,38.00056756503758
225000,21.99891002636195,53.42577082107289
225000,21.99891002636667,53.42577101121549
225000,21.99891002636667,53.42577101121549
226800,21.99833620563271,76.41290640027263
226800,21.99833620564561,76.41290669033179
226800,21.99833620564561,76.41290669033179
228600,21.99836893862556,99.37063156096514
228600,21.99836893863261,99.37063184988503
228600,21.99836893863261,99.37063184988503
230400,21.99881186557019,116.4072471757821
230400,21.99881186557747,116.4072473871303
230400,21.99881186557747,116.4072473871303
232200,21.99943069918646,125.0555592381217
232200,21.99943069919624,125.0555593384361
232200,21.99943069919624,125.0555593384361
234000,21.99991334370128,126.7847149629613
234000,21.99991334370657,126.7847149770207
234000,21.99991334370657,126.7847149770207
235800,21.99987269003509,128.5793743190092
235800,21.99987269003555,128.5793743422893
235800,21.99987269003555,128.5793743422893
237600,21.99990388744527,129.9674483090613
237600,21.99990388744794,129.9674483260411
237600,21.99990388744794,129.9674483260411
239400,21.99985742169468,131.9172992001164
239400,21.99985742169599,131.9172992257868
239400,21.99985742169599,131.9172992257868
241200,21.99998413793082,132.3086288519913
241200,21.99998413793276,132.3086288544241
241200,21.99998413793276,132.3086288544241
243000,22.00000355269844,132.2452698831674
243000,22.00000355269844,132.2452698825091
243000,22.00000355269844,132.2452698825091
244800,22.00005929358878,131.4010764132292
244800,22.00005929358792,131.401076402229
244800,22.00005929358792,131.401076402229
246600,22.00004975152592,130.6962454933275
246600,22.00004975152535,130.6962454839465
246600,22.00004975152535,130.6962454839465
248400,22.00007924319635,129.594858752088
248400,22.00007924319453,129.594858737583
248400,22.00007924319453,129.594858737583
250200,22.00005155979261,128.8599577458674
250200,22.00005155979176,128.8599577361139
250200,22.00005155979176,128.8599577361139
252000,22.00009468967818,127.5085017331636
252000,22.00009468967568,127.5085017156426
252000,22.00009468967568,127.5085017156426
253800,22.00007364539647,126.4734284265812
253800,22.00007364539357,126.4734284133383
253800,22.00007364539357,126.4734284133383
255600,22.00011147419292,124.9401934084479
255600,22.00011147419218,124.9401933863227
255600,22.00011147419218,124.9401933863227
257400,22.00011243203352,123.3371291535766
257400,22.00011243203193,123.337129131487
257400,22.00011243203193,123.337129131487
259200,22.00010575695723,121.8364984701619
259200,22.00010575695495,121.8364984496066
259200,22.00010575695495,121.8364984496066
261000,22.00010545965137,120.3467313067538
261000,22.00010545964915,120.3467312861455
261000,22.00010545964915,120.3467312861455
262800,22.00006935354048,119.3783262279103
262800,22.00006935354014,119.3783262137865
262800,22.00006935354014,119.3783262137865
264600,22.00007286230624,118.3545493843915
264600,22.00007286230453,118.3545493701096
264600,22.00007286230453,118.3545493701096
266400,22.00001774478034,118.0544146441977
266400,22.00001774477983,118.0544146407573
266400,22.00001774477983,118.0544146407573
268200,22.00003882879042,117.4952528603852
268200,22.00003882878917,117.4952528529481
268200,22.00003882878917,117.4952528529481
270000,21.99998171250013,117.7798868195802
270000,21.99998171250013,117.7798868234244
270000,21.99998171250013,117.7798868234244
271800,21.9999348074353,118.6298913846747
271800,21.99993480743643,118.6298913979374
271800,21.99993480743643,118.6298913979374
273600,21.9999727084072,119.0165688509001
273600,21.99997270840794,119.0165688564701
273600,21.99997270840794,119.0165688564701
275400,21.99999915383523,119.0508634162765
275400,21.9999991538362,119.0508634162119
275400,21.9999991538362,119.0508634162119
277200,21.99997610458024,119.401533125088
277200,21.99997610457996,119.4015331301322
277200,21.99997610457996,119.4015331301322
279000,22.00002355071564,119.0715373175627
279000,22.00002355071621,119.0715373122689
279000,22.00002355071621,119.0715373122689
280800,21.99999558028526,119.1391327179134
280800,21.99999558028526,119.1391327188831
280800,21.99999558028526,119.1391327188831
282600,22.00017975364568,116.8106161313159
282600,22.00017975364437,116.8106160924115
282600,22.00017975364437,116.8106160924115
284400,22.00044593851368,110.7658599263875
284400,22.00044593850998,110.7658598290812
284400,22.00044593850998,110.7658598290812
286200,22.00141269051795,91.73766196808408
286200,22.00141269050994,91.73766165565019
286200,22.00141269050994,91.73766165565019
288000,21.99964757452585,94.97952437981655
288000,21.99964757450624,94.97952446442866
288000,21.99964757450624,94.97952446442866
289800,22.00161766253518,74.15961998721565
289800,22.0016176625478,74.15961961884568
289800,22.0016176625478,74.15961961884568
291600,22.00403468338072,19.68500037363088
291600,22.00403468339715,19.6849994514233
291600,22.00403468339715,19.6849994514233
293400,22.03753681356517,0
293400,22.0375368166126,0
293400,22.0375368166126,0
295200,21.99863305162557,32.59728079875173
295200,21.99863304976213,32.59728163588238
295200,21.99863304976213,32.59728163588238
297000,22.00090360377811,24.32977202208501
297000,22.00090360395217,24.32977176420269
297000,22.00090360395217,24.32977176420269
298800,22.00091268015467,11.21571825773973
298800,22.0009126801362,11.21571805020247
298800,22.0009126801362,11.21571805020247
300600,22.0913305906916,0
300600,22.09133059546656,0
300600,22.09133059546656,0
302400,22.31445450688744,0
302400,22.31445450956539,0
302400,22.31445450956539,0
304200,22.37881368665518,0
304200,22.37881368621481,0
304200,22.37881368621481,0
306000,22.2447185881623,0
306000,22.24471858416069,0
306000,22.24471858416069,0
307800,22.00650751598567,39.40449776886414
307800,22.00650751898337,39.40449536383128
307800,22.00650751898337,39.40449536383128
309600,21.99883283121233,46.12098651891843
309600,21.99883283086689,46.1209868975313
309600,21.99883283086689,46.1209868975313
311400,21.99852714512912,67.08525766465792
311400,21.99852714517476,67.08525800918058
311400,21.99852714517476,67.08525800918058
313200,21.99852363410258,87.82020183287604
313200,21.99852363410656,87.82020219253772
313200,21.99852363410656,87.82020219253772
315000,21.99864972953912,107.0707964361149
315000,21.99864972955413,107.0707967639861
315000,21.99864972955413,107.0707967639861
316800,21.99904128982956,121.0062655511039
316800,21.99904128984707,121.0062657830542
316800,21.99904128984707,121.0062657830542
318600,21.99962187092285,126.8880780633549
318600,21.99962187093774,126.888078152348
318600,21.99962187093774,126.888078152348
320400,21.99997139420071,127.6400625829679
320400,21.9999713942052,127.6400625887327
320400,21.9999713942052,127.6400625887327
322200,21.99993555792543,128.5476645199402
322200,21.9999355579256,128.5476645360883
322200,21.9999355579256,128.5476645360883
324000,21.99997832734181,128.9216054853563
324000,21.99997832734306,128.9216054904976
324000,21.99997832734306,128.9216054904976
325800,21.99997723871741,129.2403740841457
325800,21.99997723871758,129.240374089879
325800,21.99997723871758,129.240374089879
327600,21.99995544882159,129.8840227131467
327600,21.9999554488237,129.8840227235179
327600,21.9999554488237,129.8840227235179
329400,21.99996368176778,130.4016945339264
329400,21.99996368176858,130.4016945429736
329400,21.99996368176858,130.4016945429736
331200,21.99987224994726,132.1059964998305
331200,21.99987224994669,132.1059965329819
331200,21.99987224994669,132.1059965329819
333000,21.99984651942447,134.2778406257355
333000,21.99984651942668,134.277840664875
333000,21.99984651942668,134.277840664875
334800,21.99973001038802,137.9808868766383
334800,21.99973001039115,137.9808869461746
334800,21.99973001039115,137.9808869461746
336600,21.9997380463916,141.674864807407
336600,21.99973804639649,141.6748648745372
336600,21.99973804639649,141.6748648745372
338400,21.99985133927629,143.9420715891425
338400,21.99985133928084,143.9420716271116
338400,21.99985133928084,143.9420716271116
340200,21.99983660104465,146.2994237170704
340200,21.99983660105175,146.2994237575119
340200,21.99983660105175,146.2994237575119
342000,21.9997995565771,149.1348291531376
342000,21.99979955657778,149.134829206465
342000,21.99979955657778,149.134829206465
343800,21.9997751157054,152.2879375095879
343800,21.99977511570597,152.2879375698006
343800,21.99977511570597,152.2879375698006
345600,22.00011455095841,150.9978256541105
345600,22.00011455096006,150.9978256227912
345600,22.00011455096006,150.9978256227912
347400,22.00009953489723,149.5852760183537
347400,22.00009953489575,149.5852759918602
347400,22.00009953489575,149.5852759918602
349200,22.00027098448822,145.9952053155364
349200,22.0002709844851,145.9952052436826
349200,22.0002709844851,145.9951943437015
351000,20.00133761802317,15.30104889146182
351000,20.00133758051822,15.30105911911102
351000,20.00133758051822,15.30105911911102
352800,19.99403191832778,139.3902129721017
352800,19.99403192140295,139.3902137510779
352800,19.99403192140295,139.3902137510779
354600,20.00085968368592,129.6282019538198
354600,20.00085968351425,129.6282017645125
354600,20.00085968351425,129.628212832501
356400,21.99426287444885,261.0627526765513
356400,21.99426291338295,261.0627432861573
356400,21.99426291338295,261.0627432861573
358200,22.0057345318674,137.9069202250396
358200,22.00573452874238,137.9069194996772
358200,22.00573452874238,137.9069194996772
360000,21.99893892965264,150.7159105949559
360000,21.99893892983232,150.7159108422982
360000,21.99893892983232,150.7159108422982
361800,21.99985835429163,153.3278251597317
361800,21.99985835429453,153.3278251988533
361800,21.99985835429453,153.3278308450813
363600,22.99715241797503,217.2791783618128
363600,22.99715243977226,217.2791729667878
363600,22.99715243977226,217.2791729667878
365400,23.00437817636538,135.7699027959295
365400,23.00437817463012,135.7699020358104
365400,23.00437817463012,135.7698963331381
367200,22.00425485310905,48.09692911124418
367200,22.00425483110592,48.09693411677831
367200,22.00425483110592,48.09693411677831
369000,21.99904174485386,93.62206701154328
369000,21.99904174663823,93.62206678624626
369000,21.99904174663823,93.62206678624626
370800,22.00180757366246,68.31001219296334
370800,22.0018075735216,68.31001171103296
370800,22.0018075735216,68.31001171103296
372600,22.00132602636609,49.56029327184486
372600,22.00132602636603,49.56029288625501
372600,22.00132602636603,49.56029288625501
374400,22.00107796413391,34.53993404705481
374400,22.00107796411157,34.5399337404703
374400,22.00107796411157,34.5399337404703
376200,22.00154622567072,13.20857834019704
376200,22.00154622565793,13.20857789120178
376200,22.00154622565793,13.20857789120178
378000,22.00079840533732,1.41188278477587
378000,22.00079840530987,1.41188255810373
378000,22.00079840530987,1.41188255810373
379800,22.00494361027779,0
379800,22.00494361068723,0
379800,22.00494361068723,0
381600,22.99474074930305,58.63021013734877
381600,22.99474077184772,58.63020535986087
381600,22.99474077184772,58.63020535986087
383400,23.26055674451078,0
383400,23.26055675068471,0
383400,23.26055675068471,0
385200,23.53430718039169,0
385200,23.53430718591989,0
385200,23.53430718591989,0
387000,23.75240083681808,0
387000,23.75240084070748,0
387000,23.75240084070748,0
388800,23.86671062342515,0
388800,23.86671062455468,0
388800,23.86671062455468,0
390600,23.83025695709551,0
390600,23.83025695448896,0
390600,23.83025695448896,0
392400,23.60293208199005,0
392400,23.60293207483647,0
392400,23.60293207483647,0
394200,23.1527132237735,0
394200,23.1527132113867,0
394200,23.1527132113867,0
396000,22.47524722716003,0
396000,22.47524720990202,0
396000,22.47524720990202,0
397800,21.99336281236788,45.80585940106185
397800,21.99336280576574,45.80586331576451
397800,21.99336280576574,45.80586331576451
399600,21.99745934936868,87.56395506276812
399600,21.99745935002295,87.56395566999872
399600,21.99745935002295,87.56395566999872
401400,21.99870766988039,106.5754411810902
401400,21.9987076698751,106.5754415861937
401400,21.9987076698751,106.5754415861937
403200,21.99915993855353,119.2075374706368
403200,21.99915993858144,119.2075377265923
403200,21.99915993858144,119.2075377265923
405000,21.99951515538015,126.3945665373469
405000,21.99951515539703,126.39456668522
405000,21.99951515539703,126.3945414024489
406800,19.9974111609344,0
406800,19.99741111551236,0
406800,19.99741111551236,0
408600,18.04619300937014,0
408600,18.04619296636628,0
408600,18.04619296636628,0
410400,17.98617028285054,128.8428471946895
410400,17.98617028441731,128.8428511834814
410400,17.98617028441731,128.8428511834814
412200,18.00070844485231,129.2767188556823
412200,18.0007084451276,129.2767185498195
412200,18.0007084451276,129.2767121167892
414000,17.00509250988017,54.61379200708451
414000,17.0050924850176,54.61379739730926
414000,17.0050924850176,54.61379739730926
415800,16.99583724067179,126.0321393098372
415800,16.99583724261811,126.0321401135283
415800,16.99583724261811,126.0321466030988
417600,17.99607502311704,196.8199809063169
417600,17.99607504804231,196.8199751835517
417600,17.99607504804231,196.8199751835517
419400,18.00443063371426,127.1438883473804
419400,18.00443063179841,127.1438874358273
419400,18.00443063179841,127.1438874358273
421200,18.00001306734322,125.0145803720333
421200,18.0000130674452,125.0145803396219
421200,18.0000130674452,125.0145803396219
423000,18.00003768040642,124.2457623896367
423000,18.00003768039676,124.2457623800019
423000,18.00003768039676,124.2457623800019
424800,17.99969048061831,128.2678688875449
424800,17.99969048061905,128.2678689899029
424800,17.99969048061905,128.2678689899029
426600,17.99998533067196,128.7558408845884
426600,17.99998533067588,128.7558408882035
426600,17.99998533067588,128.7558408882035
428400,18.00006274753974,127.9201390098178
428400,18.00006274753747,127.9201389895773
428400,18.00006274753747,127.9201389895773
430200,18.00004668128173,127.2576663880722
430200,18.000046681279,127.2576663736165
430200,18.000046681279,127.2576529456362
432000,16.01372855509925,0
432000,16.01372850729717,0
432000,16.01372850729717,0
433800,16.00026582001448,114.6790598622071
433800,16.00026582342275,114.6790588144941
433800,16.00026582342275,114.6790588144941
435600,15.99990310698013,106.5281820516605
435600,15.99990310674525,106.5281821508735
435600,15.99990310674525,106.5281821508735
437400,16.00005834838566,106.4839669541222
437400,16.00005834839965,106.4839669303563
437400,16.00005834839965,106.4839669303563
439200,16.00016044280028,104.2310924666917
439200,16.00016044279261,104.2310924143216
439200,16.00016044279261,104.2310924143216
441000,16.0001598921109,101.9628789584453
441000,16.00015989210596,101.9628789051369
441000,16.00015989210596,101.9628926710801
442800,17.99878101307235,239.2375665146684
442800,17.99878106552404,239.2375521151467
442800,17.99878106552404,239.2375521151467
444600,18.00096163562893,111.0430798243669
444600,18.00096163159446,111.0430806240848
444600,18.00096163159446,111.0430736856749
446400,17.00047511264489,51.16676034690804
446400,17.00047508633565,51.16676765124672
446400,17.00047508633565,51.16676765124672
448200,17.00090399954672,110.1446991825138
448200,17.00090400131319,110.1446983701387
448200,17.00090400131319,110.1447403397106
450000,20.20729129347393,280.8988764044944
450000,20.20729137745673,280.8988764044944
450000,20.20729137745673,280.8988764044944
451800,23.13767037554197,119.8094054405124
